case_id,customer_id,region,industry,invoice_amount_usd,num_open_invoices,overdue_days_at_allocation,previous_default_count,previous_recovery_rate,payment_history_score,credit_score_band,contact_attempts_last_30d,last_contact_channel,dispute_flag,promised_to_pay_flag,assigned_dca_id,assigned_date,sla_days,sla_due_date,current_stage_snapshot,recovered_flag,recovered_amount_usd,recovery_days_from_allocation,recovery_date,recovered_within_30d,recovered_within_60d,escalation_flag,model_collectability_bucket_hint
C002359,16254,IND,Logistics,17048.49,4,245,1,0.877,642.4,Fair,5,In-person,0,1,DCA-01,2025-03-19,26,2025-04-14,Closed,1,16628.98,47.0,2025-05-05,0,1,0,Medium
C002360,12083,IND,Automotive,4777.63,3,159,1,1.0,719.4,Good,5,Phone,0,1,DCA-08,2025-01-30,24,2025-02-23,PTP,0,0.0,,,0,0,0,Medium
C002361,16486,APAC,Manufacturing,10214.16,1,260,2,0.688,535.4,Poor,6,Email,0,1,DCA-04,2025-02-02,24,2025-02-26,PTP,0,0.0,,,0,0,1,Low
C002362,17514,NA,Manufacturing,24995.46,7,51,0,0.908,716.6,Good,5,In-person,1,1,DCA-05,2025-01-03,13,2025-01-16,Dispute,0,0.0,,,0,0,0,Medium
C002363,19618,NA,Finance,15664.71,5,152,0,1.0,690.1,Good,2,In-person,0,0,DCA-04,2025-05-21,29,2025-06-19,In Progress,0,0.0,,,0,0,0,Low
C002364,11189,EU,Manufacturing,4221.89,6,360,0,0.705,636.2,Fair,4,Email,0,1,DCA-02,2026-01-16,7,2026-01-23,PTP,0,0.0,,,0,0,1,Low
C002365,17597,LATAM,Retail,8344.22,4,268,0,0.873,724.0,Good,8,Email,0,0,DCA-04,2025-01-18,15,2025-02-02,Escalated,0,0.0,,,0,0,1,Low
C002366,10859,MEA,FMCG,4670.56,4,263,0,0.992,703.1,Good,2,Email,0,1,DCA-05,2025-01-16,10,2025-01-26,Closed,1,4536.89,20.0,2025-02-05,1,1,0,Medium
C002367,13372,EU,Technology,4079.25,4,315,1,0.927,687.7,Good,4,Phone,0,0,DCA-03,2025-05-12,11,2025-05-23,Closed,1,3684.56,59.0,2025-07-10,0,1,0,Low
C002368,11762,LATAM,FMCG,14506.68,4,222,2,0.586,582.3,Fair,7,Email,0,1,DCA-10,2025-09-15,26,2025-10-11,PTP,0,0.0,,,0,0,1,Low
C002369,11622,MEA,Technology,19775.69,5,242,1,0.814,666.6,Fair,5,SMS,0,0,DCA-10,2025-09-19,12,2025-10-01,Escalated,0,0.0,,,0,0,1,Low
C002370,11753,LATAM,Aviation,18186.31,7,176,0,0.987,764.2,Very Good,5,Phone,0,0,DCA-02,2025-01-02,18,2025-01-20,Closed,1,13629.96,59.0,2025-03-02,0,1,0,Medium
C002371,10439,IND,Technology,20370.41,6,301,1,0.779,570.6,Poor,6,Phone,1,0,DCA-03,2025-01-09,24,2025-02-02,Escalated,0,0.0,,,0,0,1,Low
C002372,18231,NA,Healthcare,13248.8,5,259,0,0.821,691.6,Good,4,Email,0,0,DCA-02,2025-11-23,18,2025-12-11,Escalated,0,0.0,,,0,0,1,Low
C002373,10611,MEA,Energy,11032.79,1,191,1,0.921,638.5,Fair,4,Phone,0,1,DCA-06,2025-11-17,13,2025-11-30,Closed,1,11032.79,48.0,2026-01-04,0,1,0,Low
C002374,13985,NA,Finance,6303.44,4,47,0,0.869,744.9,Very Good,2,Phone,1,0,DCA-06,2025-09-22,27,2025-10-19,Dispute,0,0.0,,,0,0,0,Low
C002375,16991,NA,Retail,9817.72,7,294,1,0.953,637.8,Fair,0,In-person,0,0,DCA-02,2025-02-28,14,2025-03-14,Escalated,0,0.0,,,0,0,1,Low
C002376,19903,NA,FMCG,5297.85,3,119,0,0.932,696.5,Good,4,Email,0,0,DCA-07,2026-01-23,17,2026-02-09,In Progress,0,0.0,,,0,0,0,Medium
C002377,18537,EU,Healthcare,7393.7,4,131,0,1.0,605.7,Fair,0,SMS,0,0,DCA-04,2025-10-19,12,2025-10-31,In Progress,0,0.0,,,0,0,0,Medium
C002378,11372,NA,Energy,14217.78,3,46,2,1.0,737.8,Good,2,Phone,0,0,DCA-05,2026-01-05,17,2026-01-22,In Progress,0,0.0,,,0,0,0,Medium
C002379,19877,IND,Aviation,12302.23,2,80,0,0.893,684.2,Good,5,SMS,0,0,DCA-08,2025-09-01,7,2025-09-08,In Progress,0,0.0,,,0,0,0,Medium
C002380,16535,APAC,Energy,114154.68,5,46,0,1.0,783.9,Very Good,4,Phone,0,1,DCA-01,2026-01-17,8,2026-01-25,PTP,0,0.0,,,0,0,0,High
C002381,11795,MEA,Healthcare,5207.96,3,36,0,0.938,688.6,Good,1,Email,0,0,DCA-09,2025-02-14,7,2025-02-21,Closed,1,3472.49,42.0,2025-03-28,0,1,0,Medium
C002382,14487,MEA,Manufacturing,12239.59,5,8,1,0.868,729.4,Good,0,Email,0,0,DCA-02,2025-01-31,25,2025-02-25,Closed,1,10196.61,53.0,2025-03-25,0,1,0,Medium
C002383,19178,IND,Technology,4931.45,5,108,3,0.67,612.2,Fair,4,SMS,0,0,DCA-06,2026-01-14,14,2026-01-28,In Progress,0,0.0,,,0,0,0,Low
C002384,13929,NA,Energy,10183.76,6,276,0,1.0,741.1,Very Good,6,SMS,0,0,DCA-10,2025-08-20,17,2025-09-06,Escalated,0,0.0,,,0,0,1,Low
C002385,11836,NA,Retail,10478.02,7,315,0,0.675,733.2,Good,3,Phone,0,0,DCA-10,2025-08-30,16,2025-09-15,Escalated,0,0.0,,,0,0,1,Low
C002386,18750,MEA,FMCG,24134.94,4,83,0,1.0,813.3,Excellent,4,Email,0,0,DCA-08,2025-10-22,29,2025-11-20,In Progress,0,0.0,,,0,0,0,High
C002387,19529,IND,Retail,9752.06,1,155,1,1.0,706.4,Good,2,Email,0,1,DCA-07,2026-01-03,26,2026-01-29,Closed,1,9752.06,29.0,2026-02-01,1,1,0,Medium
C002388,19755,NA,Aviation,11685.18,5,303,1,0.929,668.0,Fair,7,SMS,1,0,DCA-06,2025-02-18,12,2025-03-02,Escalated,0,0.0,,,0,0,1,Low
C002389,19557,APAC,Energy,9885.04,7,258,0,0.86,720.1,Good,4,Phone,0,0,DCA-02,2025-04-15,8,2025-04-23,Escalated,0,0.0,,,0,0,1,Low
C002390,18728,APAC,Finance,5010.36,4,330,0,0.92,636.1,Fair,2,Phone,0,1,DCA-05,2025-03-24,11,2025-04-04,PTP,0,0.0,,,0,0,1,Medium
C002391,14544,IND,Energy,8463.59,4,154,0,0.908,779.4,Very Good,4,Email,0,0,DCA-04,2025-04-16,11,2025-04-27,In Progress,0,0.0,,,0,0,0,Low
C002392,11923,MEA,Retail,10225.55,6,62,1,1.0,700.2,Good,2,Phone,1,0,DCA-10,2025-06-11,7,2025-06-18,Closed,1,9370.71,72.0,2025-08-22,0,0,0,Low
C002393,16171,IND,Manufacturing,14068.28,4,53,1,0.675,631.3,Fair,4,SMS,1,0,DCA-01,2025-08-14,24,2025-09-07,Dispute,0,0.0,,,0,0,0,Low
C002394,12207,EU,Manufacturing,19757.0,3,259,3,0.554,660.2,Fair,2,Phone,0,1,DCA-07,2025-12-02,23,2025-12-25,PTP,0,0.0,,,0,0,1,Low
C002395,14731,NA,Technology,11336.49,4,10,1,0.803,688.0,Good,5,Email,0,0,DCA-09,2025-04-03,20,2025-04-23,In Progress,0,0.0,,,0,0,0,Medium
C002396,16560,IND,Finance,11197.84,6,168,1,1.0,751.3,Very Good,2,Email,0,0,DCA-01,2025-11-19,19,2025-12-08,In Progress,0,0.0,,,0,0,0,Low
C002397,19465,IND,Technology,4005.53,4,129,1,1.0,765.4,Very Good,1,Email,0,0,DCA-06,2025-08-16,13,2025-08-29,In Progress,0,0.0,,,0,0,0,Low
C002398,12890,APAC,FMCG,19493.07,3,335,0,0.877,648.8,Fair,5,Phone,0,0,DCA-06,2025-11-19,13,2025-12-02,Closed,1,18859.89,78.0,2026-02-05,0,0,0,Low
C002399,12519,NA,Retail,8208.06,5,364,1,0.774,681.8,Good,6,Email,0,0,DCA-01,2025-11-14,9,2025-11-23,Escalated,0,0.0,,,0,0,1,Low
C002400,17347,NA,Healthcare,22538.64,5,177,1,0.711,518.9,Poor,2,Email,0,1,DCA-07,2025-04-19,14,2025-05-03,PTP,0,0.0,,,0,0,0,Medium
C002401,10064,LATAM,FMCG,33574.02,7,212,0,0.689,593.2,Fair,1,Portal,1,0,DCA-05,2025-11-04,16,2025-11-20,Escalated,0,0.0,,,0,0,1,Low
C002402,15664,NA,Finance,11713.06,7,138,2,0.623,600.8,Fair,2,Portal,0,0,DCA-05,2025-10-30,14,2025-11-13,In Progress,0,0.0,,,0,0,0,Low
C002403,17459,NA,Energy,6526.87,6,283,1,0.93,728.9,Good,2,Portal,0,0,DCA-01,2025-08-10,28,2025-09-07,Escalated,0,0.0,,,0,0,1,Low
C002404,15509,LATAM,Retail,13204.47,6,108,0,0.687,679.1,Good,1,Phone,0,0,DCA-04,2025-02-07,16,2025-02-23,In Progress,0,0.0,,,0,0,0,Low
C002405,13839,LATAM,Automotive,17053.17,4,271,0,1.0,741.0,Very Good,1,Phone,1,0,DCA-02,2026-01-12,25,2026-02-06,Escalated,0,0.0,,,0,0,1,Low
C002406,18285,APAC,Logistics,10712.17,3,329,0,1.0,631.1,Fair,7,Email,0,0,DCA-08,2026-01-10,14,2026-01-24,Escalated,0,0.0,,,0,0,1,Low
C002407,13710,IND,FMCG,9001.74,4,63,4,0.485,535.4,Poor,1,Phone,0,0,DCA-08,2025-05-16,28,2025-06-13,In Progress,0,0.0,,,0,0,0,Low
C002408,17105,EU,Manufacturing,19820.51,5,83,0,0.975,725.1,Good,2,Email,0,0,DCA-02,2025-07-16,17,2025-08-02,Closed,1,19820.51,46.0,2025-08-31,0,1,0,Medium
C002409,14641,APAC,Finance,18926.24,4,138,3,0.827,718.3,Good,1,Portal,0,0,DCA-02,2025-06-18,25,2025-07-13,Closed,1,15569.8,62.0,2025-08-19,0,0,0,Low
C002410,10265,IND,Finance,10483.91,2,302,2,0.701,522.6,Poor,7,Portal,0,0,DCA-10,2025-10-11,27,2025-11-07,Escalated,0,0.0,,,0,0,1,Low
C002411,15305,EU,FMCG,4197.12,1,234,0,1.0,714.8,Good,2,Phone,0,1,DCA-05,2025-05-06,27,2025-06-02,PTP,0,0.0,,,0,0,1,Medium
C002412,10494,NA,Finance,18388.21,1,71,0,0.983,763.9,Very Good,4,Email,0,1,DCA-08,2026-01-20,19,2026-02-08,PTP,0,0.0,,,0,0,0,Medium
C002413,19309,APAC,Aviation,7807.74,3,134,0,0.966,735.1,Good,5,Phone,0,1,DCA-03,2025-02-05,26,2025-03-03,PTP,0,0.0,,,0,0,0,High
C002414,16015,APAC,Manufacturing,15522.39,6,235,0,1.0,633.3,Fair,4,Phone,0,0,DCA-02,2025-06-13,25,2025-07-08,Escalated,0,0.0,,,0,0,1,Low
C002415,13720,IND,Manufacturing,14850.82,6,352,0,1.0,691.9,Good,3,Phone,0,1,DCA-04,2025-06-30,11,2025-07-11,Closed,1,14850.82,53.0,2025-08-22,0,1,0,Low
C002416,14861,APAC,FMCG,3560.79,6,165,3,0.622,561.6,Poor,2,Portal,0,0,DCA-08,2025-04-30,20,2025-05-20,In Progress,0,0.0,,,0,0,0,Low
C002417,16191,LATAM,FMCG,14139.92,5,28,2,0.577,581.1,Fair,3,Email,0,1,DCA-06,2025-07-06,19,2025-07-25,PTP,0,0.0,,,0,0,0,Low
C002418,12601,LATAM,Retail,19152.2,1,39,2,0.985,686.5,Good,3,Email,0,1,DCA-09,2025-05-05,13,2025-05-18,PTP,0,0.0,,,0,0,0,Medium
C002419,12883,APAC,Automotive,20868.72,7,11,1,1.0,780.1,Very Good,2,Email,0,1,DCA-01,2025-05-21,23,2025-06-13,Closed,1,17213.52,23.0,2025-06-13,1,1,0,Medium
C002420,14186,IND,Finance,14503.66,7,46,2,0.864,695.8,Good,4,Email,0,0,DCA-06,2025-02-06,30,2025-03-08,Closed,1,13289.16,39.0,2025-03-17,0,1,0,Low
C002421,12585,NA,Logistics,3347.5,6,151,0,1.0,722.8,Good,4,Phone,0,0,DCA-05,2025-06-09,17,2025-06-26,In Progress,0,0.0,,,0,0,0,Medium
C002422,17579,IND,Finance,32661.65,4,103,0,0.909,669.5,Fair,1,Portal,0,0,DCA-02,2025-09-25,11,2025-10-06,In Progress,0,0.0,,,0,0,0,Medium
C002423,11038,LATAM,Healthcare,17813.57,2,110,0,0.644,594.7,Fair,2,Email,0,1,DCA-04,2025-12-29,24,2026-01-22,PTP,0,0.0,,,0,0,0,Low
C002424,18266,IND,FMCG,5754.15,7,280,2,0.794,561.8,Poor,2,Phone,0,0,DCA-05,2026-01-29,29,2026-02-27,Escalated,0,0.0,,,0,0,1,Low
C002425,13485,EU,Logistics,7696.85,2,174,0,1.0,711.4,Good,4,Email,0,0,DCA-04,2025-11-08,8,2025-11-16,In Progress,0,0.0,,,0,0,0,Low
C002426,15612,NA,Retail,15706.92,6,266,0,0.765,628.3,Fair,2,SMS,0,0,DCA-10,2025-12-11,29,2026-01-09,Escalated,0,0.0,,,0,0,1,Medium
C002427,11577,EU,Technology,21500.88,7,198,0,0.904,731.6,Good,5,Phone,0,0,DCA-04,2025-05-18,24,2025-06-11,Escalated,0,0.0,,,0,0,1,Low
C002428,13853,EU,Healthcare,9494.1,7,75,0,0.791,753.1,Very Good,6,Email,1,0,DCA-09,2026-01-17,11,2026-01-28,Dispute,0,0.0,,,0,0,0,Low
C002429,17545,IND,Automotive,23810.16,4,346,0,0.946,657.8,Fair,2,Email,0,1,DCA-06,2025-12-08,15,2025-12-23,Closed,1,23810.16,52.0,2026-01-29,0,1,0,Low
C002430,12706,LATAM,Automotive,3808.78,6,174,0,1.0,702.1,Good,1,SMS,1,0,DCA-09,2025-03-25,10,2025-04-04,Escalated,0,0.0,,,0,0,1,Low
C002431,11322,APAC,Finance,6439.97,6,305,3,0.683,525.0,Poor,6,Phone,0,0,DCA-06,2025-10-13,20,2025-11-02,Escalated,0,0.0,,,0,0,1,Low
C002432,15219,IND,Logistics,3149.33,7,36,2,0.615,651.3,Fair,3,Email,0,0,DCA-08,2025-01-28,14,2025-02-11,In Progress,0,0.0,,,0,0,0,Medium
C002433,11624,NA,Retail,7128.22,3,310,1,0.821,606.2,Fair,6,Email,0,1,DCA-02,2025-05-09,22,2025-05-31,PTP,0,0.0,,,0,0,1,Low
C002434,13147,EU,Logistics,38393.91,5,261,0,0.904,689.0,Good,1,Email,1,0,DCA-01,2025-04-20,21,2025-05-11,Closed,1,29718.36,86.0,2025-07-15,0,0,1,Low
C002435,14504,EU,FMCG,56413.38,6,91,0,1.0,709.9,Good,1,Phone,0,0,DCA-07,2025-11-08,25,2025-12-03,Closed,1,41562.04,45.0,2025-12-23,0,1,0,Medium
C002436,15640,IND,Aviation,15743.98,2,289,3,0.946,619.0,Fair,6,Email,0,0,DCA-03,2025-08-29,17,2025-09-15,Escalated,0,0.0,,,0,0,1,Low
C002437,16393,EU,Finance,8544.98,2,271,0,0.773,608.3,Fair,5,Phone,0,0,DCA-05,2025-04-30,21,2025-05-21,Closed,1,6765.82,81.0,2025-07-20,0,0,0,Low
C002438,16766,EU,Manufacturing,11439.78,3,326,0,0.863,576.8,Poor,3,Email,0,0,DCA-03,2025-10-17,27,2025-11-13,Escalated,0,0.0,,,0,0,1,Low
C002439,18442,IND,Finance,18607.83,3,77,0,0.706,659.0,Fair,5,SMS,0,0,DCA-07,2025-02-09,17,2025-02-26,In Progress,0,0.0,,,0,0,0,Medium
C002440,10660,IND,Aviation,4473.44,6,323,0,0.753,618.9,Fair,7,Phone,0,1,DCA-08,2025-11-06,30,2025-12-06,PTP,0,0.0,,,0,0,1,Medium
C002441,13623,MEA,Automotive,8948.58,7,278,1,0.816,597.8,Fair,7,SMS,0,0,DCA-06,2025-12-08,18,2025-12-26,Closed,1,8768.82,67.0,2026-02-13,0,0,0,Low
C002442,10010,NA,Manufacturing,36476.56,2,123,2,0.757,593.6,Fair,4,Phone,0,0,DCA-04,2025-01-19,17,2025-02-05,Closed,1,29182.09,64.0,2025-03-24,0,0,0,Low
C002443,10094,EU,Manufacturing,6425.33,3,128,2,0.861,643.7,Fair,5,Portal,0,1,DCA-07,2025-10-22,21,2025-11-12,Closed,1,6425.33,31.0,2025-11-22,0,1,0,Medium
C002444,12122,NA,Healthcare,7908.41,7,93,1,0.647,521.5,Poor,2,In-person,0,1,DCA-09,2025-08-28,7,2025-09-04,Closed,1,7742.15,29.0,2025-09-26,1,1,0,Medium
C002445,15981,IND,Energy,13483.68,5,174,1,0.518,680.9,Good,3,Phone,0,1,DCA-04,2025-04-02,19,2025-04-21,PTP,0,0.0,,,0,0,0,Low
C002446,18945,IND,Automotive,16288.26,2,327,0,0.946,748.6,Very Good,10,Phone,0,0,DCA-02,2025-04-15,30,2025-05-15,Escalated,0,0.0,,,0,0,1,Low
C002447,17735,MEA,Aviation,8625.66,5,305,0,1.0,731.8,Good,3,Phone,0,0,DCA-06,2025-03-27,22,2025-04-18,Escalated,0,0.0,,,0,0,1,Low
C002448,16462,IND,Aviation,14099.22,7,54,1,0.789,697.3,Good,4,Portal,0,1,DCA-05,2025-04-14,17,2025-05-01,PTP,0,0.0,,,0,0,0,Medium
C002449,17781,APAC,Energy,20446.31,3,48,0,1.0,736.6,Good,4,Portal,0,0,DCA-06,2025-05-11,17,2025-05-28,Closed,1,18724.87,47.0,2025-06-27,0,1,0,Low
C002450,11719,NA,Healthcare,52734.03,4,22,1,0.791,655.5,Fair,5,Email,1,0,DCA-05,2025-11-06,19,2025-11-25,Dispute,0,0.0,,,0,0,0,Medium
C002451,18398,MEA,FMCG,12229.78,5,224,0,0.799,605.0,Fair,3,Email,0,0,DCA-07,2025-04-23,9,2025-05-02,Escalated,0,0.0,,,0,0,1,Low
C002452,18902,IND,Technology,12979.05,6,115,0,0.651,583.8,Fair,2,SMS,0,0,DCA-10,2025-12-20,22,2026-01-11,In Progress,0,0.0,,,0,0,0,Medium
C002453,10950,IND,Finance,38918.17,4,277,0,0.672,574.5,Poor,5,Phone,0,0,DCA-02,2025-08-04,9,2025-08-13,Escalated,0,0.0,,,0,0,1,Low
C002454,14699,NA,Energy,9095.94,7,277,0,0.956,675.1,Good,3,Portal,0,0,DCA-03,2025-08-25,25,2025-09-19,Closed,1,7230.29,62.0,2025-10-26,0,0,0,Low
C002455,18300,IND,Retail,5286.72,6,72,0,1.0,797.9,Very Good,4,Portal,0,0,DCA-10,2025-12-22,9,2025-12-31,Closed,1,5286.72,50.0,2026-02-10,0,1,0,Medium
C002456,14760,APAC,Automotive,15917.5,3,253,0,0.742,692.8,Good,4,Email,0,0,DCA-10,2025-01-08,18,2025-01-26,Escalated,0,0.0,,,0,0,1,Low
C002457,18404,APAC,Automotive,28376.67,4,279,1,0.562,631.7,Fair,3,Phone,0,0,DCA-05,2025-06-15,29,2025-07-14,Escalated,0,0.0,,,0,0,1,Low
C002458,19355,APAC,Technology,17201.18,5,360,1,0.984,509.8,Poor,4,Portal,0,1,DCA-05,2025-05-10,7,2025-05-17,PTP,0,0.0,,,0,0,1,Low
C002459,14746,EU,Automotive,12482.58,1,264,4,0.598,444.2,Poor,2,Phone,0,1,DCA-06,2025-11-13,8,2025-11-21,PTP,0,0.0,,,0,0,1,Low
C002460,10594,APAC,Automotive,4847.05,2,131,3,0.834,666.2,Fair,7,Email,0,0,DCA-06,2026-01-07,21,2026-01-28,In Progress,0,0.0,,,0,0,0,Low
C002461,13400,LATAM,Aviation,12824.87,2,364,0,0.83,549.3,Poor,6,SMS,0,0,DCA-08,2026-01-14,23,2026-02-06,Escalated,0,0.0,,,0,0,1,Low
C002462,12151,IND,Manufacturing,31672.64,6,101,0,1.0,740.9,Very Good,3,Email,0,1,DCA-06,2025-09-03,17,2025-09-20,PTP,0,0.0,,,0,0,0,Medium
C002463,14741,IND,Technology,5631.43,6,294,1,0.844,657.6,Fair,5,Phone,0,0,DCA-08,2025-04-20,11,2025-05-01,Escalated,0,0.0,,,0,0,1,Low
C002464,15857,EU,Logistics,11256.23,6,138,0,0.697,720.8,Good,3,In-person,0,0,DCA-08,2025-11-26,19,2025-12-15,In Progress,0,0.0,,,0,0,0,Low
C002465,14638,NA,Logistics,10185.91,1,341,0,1.0,594.5,Fair,8,Portal,0,0,DCA-04,2025-08-16,24,2025-09-09,Escalated,0,0.0,,,0,0,1,Low
C002466,11954,NA,Energy,8197.68,3,285,3,0.806,645.2,Fair,2,Phone,0,0,DCA-07,2025-07-08,13,2025-07-21,Escalated,0,0.0,,,0,0,1,Low
C002467,13011,EU,Energy,15891.6,3,219,1,0.751,667.9,Fair,5,Email,0,1,DCA-06,2025-06-28,10,2025-07-08,PTP,0,0.0,,,0,0,1,Low
C002468,16795,APAC,FMCG,18220.7,1,79,0,1.0,745.8,Very Good,3,Phone,0,0,DCA-10,2025-06-26,7,2025-07-03,In Progress,0,0.0,,,0,0,0,Medium
C002469,10269,APAC,Healthcare,18087.54,2,69,1,0.743,625.4,Fair,2,Email,0,0,DCA-06,2025-12-10,30,2026-01-09,Closed,1,14263.91,49.0,2026-01-28,0,1,0,Medium
C002470,12140,NA,Retail,6742.82,4,345,1,0.914,594.6,Fair,4,Phone,0,0,DCA-08,2025-08-07,10,2025-08-17,Escalated,0,0.0,,,0,0,1,Low
C002471,18923,NA,Technology,4220.93,7,292,0,0.935,671.8,Good,3,SMS,1,0,DCA-02,2025-12-15,22,2026-01-06,Escalated,0,0.0,,,0,0,1,Low
C002472,10991,MEA,Energy,16053.34,2,187,0,0.973,676.6,Good,2,Phone,0,1,DCA-07,2025-11-30,20,2025-12-20,PTP,0,0.0,,,0,0,1,Medium
C002473,14147,IND,Energy,9375.51,7,320,0,0.816,611.8,Fair,3,Phone,0,0,DCA-02,2025-04-20,19,2025-05-09,Escalated,0,0.0,,,0,0,1,Low
C002474,12069,IND,Retail,48378.88,6,286,0,0.863,579.5,Poor,1,Email,0,0,DCA-07,2026-01-10,22,2026-02-01,Escalated,0,0.0,,,0,0,1,Low
C002475,11046,NA,Energy,49968.93,2,142,1,1.0,701.6,Good,5,Phone,0,1,DCA-04,2025-05-13,11,2025-05-24,PTP,0,0.0,,,0,0,0,Low
C002476,14227,APAC,Energy,53824.44,2,302,0,0.833,553.7,Poor,3,In-person,0,0,DCA-07,2025-07-31,9,2025-08-09,Closed,1,42239.67,68.0,2025-10-07,0,0,0,Low
C002477,15214,IND,FMCG,6918.28,4,290,0,0.814,668.5,Fair,3,Portal,0,0,DCA-05,2026-01-04,20,2026-01-24,Escalated,0,0.0,,,0,0,1,Low
C002478,11761,IND,FMCG,19901.66,7,175,0,1.0,735.4,Good,3,SMS,0,0,DCA-09,2026-01-14,17,2026-01-31,Closed,1,17481.84,51.0,2026-03-06,0,1,0,Medium
C002479,10777,IND,Aviation,24579.47,6,8,0,1.0,801.9,Excellent,1,Portal,1,0,DCA-02,2025-02-27,20,2025-03-19,Closed,1,16668.51,55.0,2025-04-23,0,1,0,Medium
C002480,11346,IND,Finance,22716.53,7,270,1,0.788,555.6,Poor,8,SMS,0,0,DCA-03,2025-11-06,22,2025-11-28,Escalated,0,0.0,,,0,0,1,Low
C002481,16515,LATAM,Manufacturing,10424.58,3,124,1,0.731,634.0,Fair,2,Phone,0,0,DCA-05,2025-07-26,30,2025-08-25,Closed,1,8160.28,62.0,2025-09-26,0,0,0,Medium
C002482,18602,IND,Retail,32709.32,7,133,1,0.897,651.0,Fair,2,SMS,1,0,DCA-04,2025-11-03,17,2025-11-20,Closed,1,27712.91,69.0,2026-01-11,0,0,1,Low
C002483,11802,IND,Logistics,13364.17,7,260,1,0.607,542.3,Poor,4,Email,1,0,DCA-01,2025-12-10,24,2026-01-03,Escalated,0,0.0,,,0,0,1,Low
C002484,13203,LATAM,Retail,14613.11,5,296,1,0.905,604.9,Fair,8,In-person,0,0,DCA-05,2026-01-09,23,2026-02-01,Escalated,0,0.0,,,0,0,1,Low
C002485,13438,NA,Automotive,4552.89,2,32,1,0.566,590.7,Fair,1,Phone,0,0,DCA-06,2025-02-11,13,2025-02-24,Closed,1,3981.76,55.0,2025-04-07,0,1,0,Low
C002486,13607,NA,Technology,20980.22,2,300,0,0.963,669.9,Fair,4,Email,0,1,DCA-08,2025-02-25,29,2025-03-26,Closed,1,20138.23,45.0,2025-04-11,0,1,0,Low
C002487,12443,MEA,Technology,11133.48,1,107,0,0.594,547.9,Poor,2,Email,0,1,DCA-02,2025-09-21,28,2025-10-19,Closed,1,8992.96,32.0,2025-10-23,0,1,0,Low
C002488,10552,LATAM,Healthcare,18496.66,6,207,2,0.709,629.2,Fair,4,Phone,0,1,DCA-03,2025-01-20,14,2025-02-03,PTP,0,0.0,,,0,0,1,Low
C002489,15251,APAC,Finance,15749.75,3,317,0,0.933,655.0,Fair,5,Phone,0,0,DCA-05,2025-08-31,15,2025-09-15,Escalated,0,0.0,,,0,0,1,Low
C002490,13573,NA,Logistics,15163.64,5,80,0,0.795,719.7,Good,2,Phone,0,1,DCA-09,2025-02-17,26,2025-03-15,PTP,0,0.0,,,0,0,0,Medium
C002491,13422,EU,FMCG,12938.99,2,81,0,1.0,639.4,Fair,3,Phone,0,1,DCA-04,2025-10-08,23,2025-10-31,PTP,0,0.0,,,0,0,0,Medium
C002492,12648,IND,Manufacturing,23170.14,7,354,0,0.888,710.9,Good,7,Phone,0,0,DCA-08,2025-08-12,12,2025-08-24,Escalated,0,0.0,,,0,0,1,Low
C002493,19293,NA,Manufacturing,11623.4,6,136,0,0.652,635.3,Fair,1,SMS,0,0,DCA-09,2025-12-31,11,2026-01-11,In Progress,0,0.0,,,0,0,0,Low
C002494,16104,IND,Energy,4824.01,3,345,0,0.839,664.7,Fair,1,Email,0,0,DCA-02,2025-12-06,20,2025-12-26,Escalated,0,0.0,,,0,0,1,Low
C002495,14186,LATAM,Energy,19895.9,4,131,0,0.829,683.8,Good,2,Email,0,1,DCA-07,2025-05-06,24,2025-05-30,Closed,1,15737.11,34.0,2025-06-09,0,1,0,Medium
C002496,12053,NA,Aviation,7583.24,1,226,0,1.0,696.2,Good,2,Email,0,1,DCA-02,2025-01-21,27,2025-02-17,Closed,1,7380.3,34.0,2025-02-24,0,1,0,Low
C002497,18011,APAC,Technology,5287.06,1,186,0,0.945,670.0,Good,2,Phone,0,0,DCA-08,2025-08-15,16,2025-08-31,Escalated,0,0.0,,,0,0,1,Low
C002498,18883,IND,Technology,6531.75,7,359,0,1.0,573.6,Poor,3,Phone,0,1,DCA-04,2025-07-21,28,2025-08-18,PTP,0,0.0,,,0,0,1,Low
C002499,10323,LATAM,Retail,16290.42,6,201,0,0.77,651.8,Fair,2,Portal,0,1,DCA-07,2025-06-15,25,2025-07-10,PTP,0,0.0,,,0,0,1,Medium
C002500,19296,IND,Energy,12486.92,6,184,4,0.702,562.7,Poor,1,Email,0,1,DCA-10,2025-09-05,17,2025-09-22,PTP,0,0.0,,,0,0,1,Low
C002501,16994,IND,FMCG,3002.26,5,170,1,0.647,564.6,Poor,3,Phone,0,1,DCA-03,2025-10-03,25,2025-10-28,PTP,0,0.0,,,0,0,0,Medium
C002502,10998,IND,Technology,10213.25,2,137,1,0.835,655.1,Fair,1,Email,0,0,DCA-07,2025-08-29,26,2025-09-24,In Progress,0,0.0,,,0,0,0,Medium
C002503,17531,MEA,Aviation,30286.64,1,161,1,0.986,653.4,Fair,3,Phone,0,0,DCA-06,2026-01-12,28,2026-02-09,In Progress,0,0.0,,,0,0,0,Low
C002504,11074,NA,Automotive,9740.94,6,168,1,0.546,615.5,Fair,8,Phone,1,0,DCA-07,2025-04-25,18,2025-05-13,Escalated,0,0.0,,,0,0,1,Low
