interaction_id,case_id,timestamp,actor,event_type,channel,notes
I0008568,C002560,2025-12-02 09:26:00,FedEx,Call Connected,Email,Customer asked for payment plan
I0020492,C000038,2025-12-02 09:39:00,DCA,Portal Message,In-person,Left voicemail
I0000765,C001974,2025-12-02 10:01:00,DCA,Email Sent,SMS,Customer requested invoice copy
I0009934,C004507,2025-12-02 10:22:00,DCA,SMS Sent,Email,Customer asked for payment plan
I0009726,C003761,2025-12-02 10:34:00,DCA,Call Attempt,Phone,Escalated due to SLA breach
I0024822,C003461,2025-12-02 10:41:00,DCA,Case Closed,Email,No response after multiple attempts
I0022300,C000875,2025-12-02 10:47:00,FedEx,PTP Recorded,SMS,Customer asked for payment plan
I0015802,C000026,2025-12-02 11:03:00,FedEx,Email Sent,Portal,Email bounced
I0024314,C004643,2025-12-02 11:04:00,DCA,SMS Sent,Email,Escalated due to SLA breach
I0004911,C000560,2025-12-02 11:33:00,DCA,Allocated,SMS,Customer asked for payment plan
I0006380,C002016,2025-12-02 11:36:00,DCA,SMS Sent,In-person,Customer asked for payment plan
I0023717,C004126,2025-12-02 11:39:00,DCA,Allocated,SMS,Payment received partial
I0014246,C000815,2025-12-02 11:56:00,FedEx,Escalation,In-person,No response after multiple attempts
I0014596,C002146,2025-12-02 12:05:00,DCA,PTP Recorded,SMS,Customer requested invoice copy
I0002940,C000592,2025-12-02 12:10:00,DCA,Email Sent,Portal,Customer asked for payment plan
I0011571,C000029,2025-12-02 12:26:00,DCA,Call Attempt,Phone,No response after multiple attempts
I0001269,C004171,2025-12-02 12:31:00,DCA,Call Attempt,SMS,Customer promised to pay next week
I0002357,C000883,2025-12-02 12:34:00,FedEx,Email Sent,Portal,Email bounced
I0023006,C001818,2025-12-02 12:51:00,FedEx,Payment Received,SMS,Escalated due to SLA breach
I0001008,C004545,2025-12-02 12:57:00,DCA,Portal Message,Portal,Dispute regarding service charges
I0023056,C001573,2025-12-02 13:18:00,FedEx,Email Sent,Phone,Dispute regarding service charges
I0002497,C000185,2025-12-02 13:19:00,DCA,PTP Recorded,Email,Escalated due to SLA breach
I0007996,C002256,2025-12-02 13:38:00,DCA,Email Sent,SMS,Payment received partial
I0010420,C002379,2025-12-02 13:56:00,FedEx,Email Sent,In-person,Customer asked for payment plan
I0002408,C002755,2025-12-02 14:08:00,FedEx,PTP Recorded,Portal,Payment received partial
I0020604,C003014,2025-12-02 14:22:00,DCA,Escalation,SMS,Dispute regarding service charges
I0003256,C001726,2025-12-02 14:22:00,DCA,Dispute Raised,Portal,Payment received partial
I0008951,C003658,2025-12-02 14:46:00,DCA,Call Attempt,Phone,Left voicemail
I0009008,C004113,2025-12-02 14:54:00,FedEx,Call Connected,Phone,Email bounced
I0018221,C002117,2025-12-02 15:03:00,FedEx,Escalation,In-person,Customer requested invoice copy
I0020425,C000519,2025-12-02 15:08:00,DCA,Call Connected,Email,Payment received partial
I0013127,C002519,2025-12-02 15:32:00,DCA,Email Sent,SMS,Email bounced
I0021861,C002013,2025-12-02 15:55:00,DCA,Call Attempt,Phone,Left voicemail
I0007380,C000781,2025-12-02 16:05:00,DCA,Case Closed,In-person,Payment received partial
I0019475,C004222,2025-12-02 16:23:00,DCA,Portal Message,SMS,Customer asked for payment plan
I0002038,C002306,2025-12-02 16:26:00,DCA,Allocated,Email,Dispute regarding service charges
I0023325,C002713,2025-12-02 16:32:00,DCA,Call Connected,In-person,Left voicemail
I0007000,C004302,2025-12-02 16:48:00,DCA,Call Connected,Phone,Customer requested invoice copy
I0016944,C004030,2025-12-02 17:07:00,DCA,Dispute Raised,Email,Updated contact details
I0011695,C002034,2025-12-02 17:24:00,DCA,PTP Recorded,Email,Escalated due to SLA breach
I0008393,C001804,2025-12-02 18:01:00,FedEx,Email Sent,Phone,Payment received partial
I0015427,C003070,2025-12-02 18:19:00,FedEx,Allocated,Portal,Updated contact details
I0018932,C000719,2025-12-02 18:23:00,FedEx,Escalation,Phone,Escalated due to SLA breach
I0009534,C003421,2025-12-02 18:33:00,DCA,Portal Message,Phone,Customer requested invoice copy
I0016925,C004445,2025-12-02 18:37:00,DCA,Call Attempt,SMS,Customer asked for payment plan
I0022566,C001244,2025-12-02 18:49:00,DCA,Call Attempt,Portal,Customer asked for payment plan
I0010094,C003512,2025-12-03 08:03:00,FedEx,Escalation,Portal,Left voicemail
I0015591,C003813,2025-12-03 08:06:00,DCA,Portal Message,Portal,Customer promised to pay next week
I0009720,C004198,2025-12-03 08:09:00,DCA,Email Sent,In-person,Customer promised to pay next week
I0017607,C002910,2025-12-03 08:52:00,DCA,Note Added,SMS,Payment received partial
I0019923,C001823,2025-12-03 08:56:00,DCA,Note Added,Phone,Customer promised to pay next week
I0000054,C003545,2025-12-03 09:12:00,DCA,SMS Sent,Phone,Customer promised to pay next week
I0011609,C004433,2025-12-03 09:22:00,DCA,Escalation,Email,Customer promised to pay next week
I0015925,C001237,2025-12-03 09:27:00,DCA,Allocated,Portal,Left voicemail
I0024969,C004241,2025-12-03 09:42:00,FedEx,Call Connected,Phone,Customer promised to pay next week
I0018775,C000634,2025-12-03 09:52:00,DCA,PTP Recorded,Portal,Dispute regarding service charges
I0002845,C000445,2025-12-03 09:56:00,DCA,Payment Received,Email,Dispute regarding service charges
I0004079,C000026,2025-12-03 09:57:00,DCA,Call Connected,SMS,Left voicemail
I0022261,C002925,2025-12-03 10:04:00,DCA,SMS Sent,Email,Updated contact details
I0016214,C004161,2025-12-03 10:18:00,DCA,Escalation,In-person,Escalated due to SLA breach
I0014998,C003995,2025-12-03 10:31:00,DCA,Call Attempt,Portal,Payment received partial
I0015995,C003402,2025-12-03 10:43:00,FedEx,Note Added,SMS,Customer requested invoice copy
I0021542,C002300,2025-12-03 10:50:00,FedEx,Note Added,Portal,Left voicemail
I0022396,C002268,2025-12-03 10:57:00,DCA,Allocated,SMS,No response after multiple attempts
I0003952,C004272,2025-12-03 11:32:00,DCA,Note Added,Phone,Customer requested invoice copy
I0021823,C004024,2025-12-03 11:46:00,FedEx,SMS Sent,Portal,Updated contact details
I0016988,C004638,2025-12-03 12:23:00,FedEx,Call Attempt,Phone,Updated contact details
I0014741,C000199,2025-12-03 12:40:00,FedEx,Note Added,In-person,Customer requested invoice copy
I0022298,C004675,2025-12-03 12:51:00,DCA,Email Sent,Email,Escalated due to SLA breach
I0021603,C003879,2025-12-03 13:47:00,DCA,Email Sent,In-person,Updated contact details
I0001590,C003093,2025-12-03 13:51:00,FedEx,Call Attempt,Phone,Email bounced
I0015840,C000559,2025-12-03 14:10:00,DCA,Call Attempt,Portal,Dispute regarding service charges
I0004587,C004094,2025-12-03 14:11:00,FedEx,Dispute Raised,In-person,Email bounced
I0012396,C003118,2025-12-03 15:02:00,DCA,Allocated,Portal,Payment received partial
I0002387,C004142,2025-12-03 15:06:00,DCA,Case Closed,SMS,Customer requested invoice copy
I0023800,C003177,2025-12-03 15:22:00,DCA,Note Added,Email,Updated contact details
I0012612,C000325,2025-12-03 15:26:00,FedEx,Case Closed,Email,Customer promised to pay next week
I0005507,C002270,2025-12-03 15:42:00,FedEx,Payment Received,SMS,Escalated due to SLA breach
I0002918,C003688,2025-12-03 16:06:00,DCA,Payment Received,SMS,Payment received partial
I0001845,C000844,2025-12-03 16:11:00,FedEx,Payment Received,SMS,Customer requested invoice copy
I0011216,C004211,2025-12-03 16:17:00,DCA,Portal Message,In-person,Customer asked for payment plan
I0005068,C001355,2025-12-03 16:18:00,DCA,Escalation,In-person,Escalated due to SLA breach
I0019764,C002967,2025-12-03 16:20:00,DCA,Call Attempt,In-person,Dispute regarding service charges
I0005539,C000522,2025-12-03 16:31:00,FedEx,Email Sent,Portal,Left voicemail
I0015452,C003014,2025-12-03 16:37:00,DCA,Email Sent,Portal,Customer asked for payment plan
I0005401,C004229,2025-12-03 16:38:00,DCA,Email Sent,Phone,Customer promised to pay next week
I0013013,C003370,2025-12-03 16:41:00,DCA,Call Connected,Portal,Dispute regarding service charges
I0004423,C000951,2025-12-03 16:56:00,FedEx,Portal Message,SMS,Customer promised to pay next week
I0013453,C001321,2025-12-03 17:36:00,FedEx,PTP Recorded,Email,Payment received partial
I0017943,C003796,2025-12-03 17:37:00,DCA,Portal Message,Email,Customer promised to pay next week
I0000628,C001115,2025-12-03 17:38:00,FedEx,Dispute Raised,SMS,Updated contact details
I0011908,C004461,2025-12-03 17:54:00,FedEx,SMS Sent,Portal,Customer asked for payment plan
I0005352,C004440,2025-12-03 18:18:00,FedEx,Call Connected,Phone,Updated contact details
I0002313,C002481,2025-12-03 18:22:00,DCA,Call Attempt,In-person,Customer requested invoice copy
I0021452,C004229,2025-12-03 18:22:00,DCA,Allocated,SMS,Left voicemail
I0022220,C001100,2025-12-03 18:27:00,DCA,Call Connected,In-person,Customer asked for payment plan
I0024052,C003601,2025-12-03 18:34:00,DCA,Email Sent,Email,Left voicemail
I0015897,C002946,2025-12-03 18:45:00,DCA,Note Added,Email,Email bounced
I0020726,C001028,2025-12-03 18:59:00,DCA,Portal Message,SMS,Escalated due to SLA breach
I0013359,C002083,2025-12-04 08:13:00,DCA,Allocated,Email,Left voicemail
I0001474,C000333,2025-12-04 08:15:00,DCA,Portal Message,Phone,Left voicemail
I0008286,C002987,2025-12-04 08:18:00,DCA,Call Attempt,Email,Email bounced
I0004034,C000506,2025-12-04 08:23:00,FedEx,Call Connected,Portal,Payment received partial
I0007386,C004851,2025-12-04 08:27:00,DCA,Payment Received,Email,Updated contact details
I0004670,C003409,2025-12-04 08:50:00,DCA,Call Attempt,Email,Customer requested invoice copy
I0002922,C003330,2025-12-04 08:55:00,DCA,Email Sent,Phone,Email bounced
I0009450,C000612,2025-12-04 09:18:00,DCA,SMS Sent,SMS,Payment received partial
I0001988,C003663,2025-12-04 09:19:00,DCA,Email Sent,SMS,Left voicemail
I0015686,C003756,2025-12-04 09:23:00,DCA,Email Sent,In-person,Updated contact details
I0021056,C004997,2025-12-04 09:31:00,FedEx,Note Added,Portal,Customer asked for payment plan
I0004936,C004722,2025-12-04 09:34:00,DCA,Call Connected,Phone,Customer requested invoice copy
I0001110,C004033,2025-12-04 09:35:00,DCA,Email Sent,In-person,Email bounced
I0013029,C001928,2025-12-04 09:36:00,FedEx,Email Sent,SMS,No response after multiple attempts
I0003266,C003289,2025-12-04 09:38:00,FedEx,Portal Message,Phone,Left voicemail
I0024187,C003814,2025-12-04 09:44:00,FedEx,Call Connected,Phone,No response after multiple attempts
I0000813,C004003,2025-12-04 09:46:00,DCA,Portal Message,Email,Payment received partial
I0005141,C003694,2025-12-04 09:52:00,DCA,Payment Received,In-person,Escalated due to SLA breach
I0023031,C002374,2025-12-04 10:05:00,DCA,SMS Sent,In-person,Dispute regarding service charges
I0022705,C002707,2025-12-04 10:12:00,FedEx,Allocated,Phone,Dispute regarding service charges
I0018791,C002384,2025-12-04 10:18:00,DCA,PTP Recorded,In-person,Dispute regarding service charges
I0012991,C003933,2025-12-04 10:26:00,FedEx,Payment Received,SMS,No response after multiple attempts
I0019011,C001549,2025-12-04 10:32:00,DCA,SMS Sent,Phone,No response after multiple attempts
I0005216,C002861,2025-12-04 10:34:00,DCA,Call Attempt,SMS,Left voicemail
I0016215,C002605,2025-12-04 10:46:00,DCA,Call Attempt,SMS,Email bounced
I0013515,C004940,2025-12-04 10:56:00,FedEx,SMS Sent,Phone,Left voicemail
I0023627,C002774,2025-12-04 11:02:00,DCA,Portal Message,Email,No response after multiple attempts
I0010837,C002785,2025-12-04 11:19:00,DCA,Note Added,Email,Email bounced
I0012645,C003211,2025-12-04 11:33:00,FedEx,Allocated,SMS,Left voicemail
I0021490,C004892,2025-12-04 12:05:00,DCA,Call Connected,In-person,Customer promised to pay next week
I0017657,C003899,2025-12-04 12:06:00,DCA,SMS Sent,In-person,Customer requested invoice copy
I0017862,C002656,2025-12-04 12:09:00,FedEx,Dispute Raised,Portal,Payment received partial
I0024560,C002047,2025-12-04 12:13:00,DCA,Email Sent,Phone,Email bounced
I0008628,C002911,2025-12-04 12:15:00,DCA,Call Attempt,Email,No response after multiple attempts
I0014575,C001917,2025-12-04 12:42:00,DCA,Dispute Raised,Email,Dispute regarding service charges
I0017556,C000245,2025-12-04 12:51:00,DCA,PTP Recorded,SMS,Escalated due to SLA breach
I0017273,C004180,2025-12-04 13:02:00,DCA,Note Added,Email,Customer requested invoice copy
I0024085,C001558,2025-12-04 13:53:00,FedEx,Email Sent,Portal,Customer requested invoice copy
I0010875,C003644,2025-12-04 14:03:00,FedEx,Email Sent,Email,Updated contact details
I0009778,C000270,2025-12-04 14:04:00,DCA,Allocated,Phone,No response after multiple attempts
I0007870,C003029,2025-12-04 14:10:00,DCA,Call Attempt,Portal,Customer asked for payment plan
I0000229,C004403,2025-12-04 14:13:00,FedEx,Email Sent,Email,Dispute regarding service charges
I0018505,C001159,2025-12-04 14:18:00,FedEx,Call Attempt,SMS,Updated contact details
I0006300,C000217,2025-12-04 14:19:00,FedEx,Payment Received,In-person,Escalated due to SLA breach
I0000994,C004488,2025-12-04 14:41:00,FedEx,Call Attempt,Email,Customer promised to pay next week
I0009052,C003280,2025-12-04 14:41:00,FedEx,Email Sent,Email,Customer asked for payment plan
I0023876,C004078,2025-12-04 14:46:00,DCA,Dispute Raised,In-person,Dispute regarding service charges
I0009371,C004291,2025-12-04 14:59:00,DCA,PTP Recorded,Email,Payment received partial
I0018722,C000029,2025-12-04 15:01:00,FedEx,Call Connected,Portal,Updated contact details
I0002108,C004090,2025-12-04 15:22:00,DCA,Email Sent,Portal,Payment received partial
I0008647,C002142,2025-12-04 15:30:00,DCA,Dispute Raised,In-person,Email bounced
I0011128,C003545,2025-12-04 15:35:00,FedEx,Case Closed,Phone,Email bounced
I0022167,C003092,2025-12-04 15:36:00,DCA,Email Sent,In-person,Dispute regarding service charges
I0000361,C004885,2025-12-04 15:42:00,DCA,Call Attempt,SMS,Customer requested invoice copy
I0021282,C004711,2025-12-04 15:49:00,DCA,Call Attempt,In-person,Updated contact details
I0001610,C004329,2025-12-04 16:03:00,DCA,Portal Message,In-person,Payment received partial
I0009341,C000031,2025-12-04 16:13:00,DCA,Payment Received,SMS,Customer requested invoice copy
I0017512,C003708,2025-12-04 16:27:00,FedEx,PTP Recorded,Email,No response after multiple attempts
I0018761,C004742,2025-12-04 16:37:00,FedEx,PTP Recorded,Portal,Payment received partial
I0004290,C000595,2025-12-04 16:38:00,DCA,Call Attempt,Email,Customer promised to pay next week
I0022286,C000796,2025-12-04 16:41:00,DCA,Call Attempt,Email,Left voicemail
I0023522,C002802,2025-12-04 16:43:00,DCA,Case Closed,Email,Customer asked for payment plan
I0014833,C001843,2025-12-04 17:16:00,DCA,Allocated,In-person,Updated contact details
I0000647,C003981,2025-12-04 17:17:00,DCA,Call Attempt,Phone,Escalated due to SLA breach
I0009029,C003433,2025-12-04 17:18:00,DCA,Payment Received,SMS,Updated contact details
I0024913,C003342,2025-12-04 17:32:00,FedEx,Note Added,In-person,Customer requested invoice copy
I0002512,C002459,2025-12-04 17:45:00,DCA,Call Attempt,In-person,Dispute regarding service charges
I0016092,C002862,2025-12-04 18:01:00,DCA,Email Sent,Phone,Escalated due to SLA breach
I0001753,C002619,2025-12-04 18:07:00,DCA,Email Sent,SMS,Customer requested invoice copy
I0017764,C001425,2025-12-04 18:09:00,DCA,PTP Recorded,Phone,Escalated due to SLA breach
I0008836,C004722,2025-12-04 18:15:00,DCA,Payment Received,SMS,Payment received partial
I0021423,C003884,2025-12-04 18:18:00,DCA,Escalation,Email,Email bounced
I0002983,C003343,2025-12-04 18:28:00,DCA,Email Sent,Portal,Customer requested invoice copy
I0005928,C002103,2025-12-04 18:33:00,DCA,Call Attempt,In-person,Payment received partial
I0008151,C001885,2025-12-04 18:33:00,DCA,Call Connected,SMS,Email bounced
I0003832,C003858,2025-12-04 18:38:00,FedEx,PTP Recorded,SMS,No response after multiple attempts
I0017979,C003397,2025-12-04 18:50:00,FedEx,Case Closed,In-person,Left voicemail
I0004568,C002027,2025-12-04 18:55:00,DCA,Note Added,Phone,Updated contact details
I0004905,C001385,2025-12-04 18:58:00,FedEx,Call Attempt,Portal,Updated contact details
I0008062,C002565,2025-12-05 08:28:00,DCA,Call Attempt,Portal,Left voicemail
I0003065,C003884,2025-12-05 08:31:00,FedEx,Call Connected,Portal,Escalated due to SLA breach
I0021166,C001948,2025-12-05 08:37:00,DCA,Call Attempt,Email,Customer requested invoice copy
I0005168,C000984,2025-12-05 08:40:00,DCA,PTP Recorded,In-person,Escalated due to SLA breach
I0016813,C003907,2025-12-05 08:49:00,FedEx,Call Attempt,Portal,Dispute regarding service charges
I0010110,C003514,2025-12-05 08:57:00,DCA,Email Sent,Phone,Customer promised to pay next week
I0004832,C002158,2025-12-05 08:59:00,DCA,Payment Received,Portal,Left voicemail
I0016577,C003522,2025-12-05 09:16:00,FedEx,Call Attempt,Portal,Customer asked for payment plan
I0009797,C004928,2025-12-05 09:21:00,DCA,SMS Sent,Phone,Left voicemail
I0016541,C000600,2025-12-05 09:36:00,FedEx,Call Attempt,Phone,Customer asked for payment plan
I0024953,C003214,2025-12-05 09:37:00,DCA,Call Connected,Portal,Updated contact details
I0004379,C000045,2025-12-05 09:43:00,FedEx,Email Sent,Portal,Escalated due to SLA breach
I0022629,C001553,2025-12-05 09:51:00,DCA,PTP Recorded,SMS,Payment received partial
I0009032,C003462,2025-12-05 09:53:00,FedEx,Call Connected,In-person,Dispute regarding service charges
I0017628,C002228,2025-12-05 09:54:00,FedEx,Payment Received,SMS,Email bounced
I0003452,C001090,2025-12-05 10:14:00,FedEx,Call Attempt,SMS,Updated contact details
I0004442,C002859,2025-12-05 10:26:00,DCA,Portal Message,In-person,Dispute regarding service charges
I0018015,C004019,2025-12-05 10:35:00,FedEx,Case Closed,Phone,Email bounced
I0004201,C000824,2025-12-05 10:38:00,DCA,Call Connected,SMS,Escalated due to SLA breach
I0001676,C003674,2025-12-05 10:51:00,DCA,Note Added,Portal,Customer promised to pay next week
I0018433,C001042,2025-12-05 11:26:00,DCA,Call Attempt,In-person,Escalated due to SLA breach
I0013108,C000269,2025-12-05 11:39:00,DCA,Payment Received,Portal,Customer requested invoice copy
I0001247,C000592,2025-12-05 12:07:00,DCA,Escalation,Phone,Escalated due to SLA breach
I0002829,C001159,2025-12-05 12:19:00,FedEx,Call Attempt,Email,Email bounced
I0016712,C000896,2025-12-05 12:19:00,DCA,Allocated,Email,Customer requested invoice copy
I0021283,C000150,2025-12-05 12:35:00,DCA,Call Attempt,Email,Email bounced
I0016194,C000292,2025-12-05 12:52:00,DCA,Escalation,Email,Payment received partial
I0002370,C003847,2025-12-05 12:54:00,DCA,Portal Message,SMS,Customer requested invoice copy
I0005935,C000732,2025-12-05 12:56:00,DCA,SMS Sent,Portal,Customer asked for payment plan
I0022933,C000671,2025-12-05 13:02:00,DCA,PTP Recorded,Phone,Customer asked for payment plan
I0017097,C003843,2025-12-05 13:21:00,FedEx,Payment Received,Portal,Left voicemail
I0009954,C004258,2025-12-05 13:26:00,DCA,SMS Sent,In-person,Dispute regarding service charges
I0023566,C001225,2025-12-05 13:27:00,FedEx,SMS Sent,Portal,Email bounced
I0019088,C001120,2025-12-05 13:29:00,FedEx,SMS Sent,SMS,Customer requested invoice copy
I0004590,C001326,2025-12-05 13:41:00,FedEx,PTP Recorded,SMS,Payment received partial
I0011502,C003954,2025-12-05 13:52:00,DCA,Dispute Raised,Portal,Dispute regarding service charges
I0016444,C001109,2025-12-05 14:06:00,FedEx,Call Connected,In-person,Customer promised to pay next week
I0019987,C003834,2025-12-05 14:07:00,FedEx,Call Attempt,Portal,Email bounced
I0011764,C004736,2025-12-05 14:09:00,FedEx,Call Connected,Phone,Customer asked for payment plan
I0023785,C000825,2025-12-05 14:23:00,FedEx,Payment Received,Email,Dispute regarding service charges
I0001085,C004215,2025-12-05 14:56:00,FedEx,Email Sent,Portal,Updated contact details
I0007306,C002199,2025-12-05 14:59:00,FedEx,Portal Message,In-person,Left voicemail
I0005842,C003253,2025-12-05 15:15:00,FedEx,Call Attempt,SMS,Dispute regarding service charges
I0010005,C003996,2025-12-05 15:17:00,DCA,Email Sent,Email,Updated contact details
I0024664,C001362,2025-12-05 15:18:00,FedEx,Call Attempt,In-person,No response after multiple attempts
I0016037,C001179,2025-12-05 15:38:00,DCA,SMS Sent,SMS,Dispute regarding service charges
I0018390,C001165,2025-12-05 15:49:00,FedEx,Escalation,SMS,Customer promised to pay next week
I0003415,C004754,2025-12-05 15:53:00,FedEx,Email Sent,In-person,Customer promised to pay next week
I0006346,C003720,2025-12-05 15:55:00,FedEx,SMS Sent,Phone,No response after multiple attempts
I0006681,C001256,2025-12-05 15:56:00,FedEx,Call Attempt,Portal,No response after multiple attempts
I0022895,C003494,2025-12-05 16:12:00,FedEx,Dispute Raised,Phone,Dispute regarding service charges
I0024875,C004748,2025-12-05 16:31:00,DCA,Allocated,SMS,Left voicemail
I0018255,C000039,2025-12-05 16:32:00,FedEx,Case Closed,Phone,Escalated due to SLA breach
I0005544,C003418,2025-12-05 16:53:00,DCA,Payment Received,Phone,Email bounced
I0012177,C004316,2025-12-05 17:01:00,DCA,Dispute Raised,Phone,Left voicemail
I0003038,C001042,2025-12-05 17:16:00,DCA,Allocated,Phone,Customer promised to pay next week
I0012183,C000527,2025-12-05 17:34:00,DCA,Email Sent,Phone,No response after multiple attempts
I0000184,C000765,2025-12-05 17:36:00,FedEx,Escalation,Email,Customer asked for payment plan
I0006233,C003480,2025-12-05 17:47:00,DCA,SMS Sent,SMS,Customer promised to pay next week
I0023259,C001282,2025-12-05 18:26:00,DCA,Payment Received,In-person,Updated contact details
I0017682,C000373,2025-12-05 18:46:00,DCA,Call Attempt,In-person,Customer promised to pay next week
I0010427,C000454,2025-12-05 18:54:00,DCA,Dispute Raised,In-person,Email bounced
I0011512,C004555,2025-12-06 08:36:00,DCA,Email Sent,In-person,Customer promised to pay next week
I0010634,C004403,2025-12-06 08:44:00,DCA,Dispute Raised,Phone,Email bounced
I0009835,C000350,2025-12-06 08:47:00,FedEx,Call Connected,Email,No response after multiple attempts
I0008132,C001778,2025-12-06 08:57:00,DCA,Escalation,SMS,Updated contact details
I0008284,C002887,2025-12-06 09:22:00,DCA,Escalation,SMS,Escalated due to SLA breach
I0016966,C003360,2025-12-06 09:34:00,DCA,Portal Message,Phone,No response after multiple attempts
I0001772,C004554,2025-12-06 09:36:00,FedEx,Call Attempt,SMS,Email bounced
I0010492,C000729,2025-12-06 09:38:00,DCA,Portal Message,In-person,Dispute regarding service charges
I0023560,C001886,2025-12-06 09:40:00,FedEx,SMS Sent,Email,Email bounced
I0021920,C004741,2025-12-06 09:44:00,DCA,Call Connected,Email,Escalated due to SLA breach
I0018011,C004950,2025-12-06 09:44:00,DCA,SMS Sent,Email,Escalated due to SLA breach
I0014701,C002634,2025-12-06 09:46:00,FedEx,SMS Sent,In-person,Customer requested invoice copy
I0015170,C002396,2025-12-06 09:51:00,DCA,Call Attempt,Email,No response after multiple attempts
I0009903,C001569,2025-12-06 10:14:00,DCA,Dispute Raised,In-person,No response after multiple attempts
I0019194,C000449,2025-12-06 10:16:00,FedEx,Call Attempt,SMS,Customer asked for payment plan
I0010841,C000181,2025-12-06 10:17:00,FedEx,Call Attempt,In-person,Dispute regarding service charges
I0007385,C003848,2025-12-06 10:20:00,FedEx,Call Connected,Portal,Dispute regarding service charges
I0005287,C000393,2025-12-06 11:01:00,FedEx,Call Attempt,In-person,Customer requested invoice copy
I0009646,C000807,2025-12-06 11:06:00,FedEx,Call Attempt,SMS,Customer requested invoice copy
I0002144,C004467,2025-12-06 11:12:00,FedEx,Allocated,SMS,Escalated due to SLA breach
I0018103,C002661,2025-12-06 11:17:00,DCA,Call Attempt,Phone,Payment received partial
I0012464,C002891,2025-12-06 11:20:00,FedEx,Note Added,SMS,Escalated due to SLA breach
I0008881,C001843,2025-12-06 11:39:00,FedEx,Call Attempt,Portal,Left voicemail
I0016661,C003322,2025-12-06 11:55:00,DCA,Email Sent,Portal,Customer promised to pay next week
I0007843,C000366,2025-12-06 12:02:00,DCA,Call Connected,Portal,Payment received partial
I0006712,C002046,2025-12-06 12:08:00,DCA,Note Added,Phone,Escalated due to SLA breach
I0016893,C003289,2025-12-06 12:08:00,DCA,Portal Message,Phone,Customer promised to pay next week
I0013689,C000031,2025-12-06 12:35:00,FedEx,Portal Message,SMS,Updated contact details
I0007507,C001799,2025-12-06 12:51:00,DCA,Call Connected,SMS,Escalated due to SLA breach
I0019178,C004351,2025-12-06 13:27:00,DCA,Call Attempt,Email,Email bounced
I0020684,C003510,2025-12-06 13:36:00,FedEx,Portal Message,Email,Customer requested invoice copy
I0017778,C001398,2025-12-06 13:47:00,DCA,Case Closed,Portal,Escalated due to SLA breach
I0004092,C002848,2025-12-06 13:52:00,DCA,Allocated,SMS,Escalated due to SLA breach
I0015653,C003222,2025-12-06 13:56:00,DCA,Email Sent,SMS,Customer promised to pay next week
I0004995,C002235,2025-12-06 13:56:00,FedEx,Call Attempt,Email,Updated contact details
I0006594,C004925,2025-12-06 14:19:00,DCA,Call Attempt,In-person,Customer requested invoice copy
I0014118,C004430,2025-12-06 14:24:00,DCA,Call Connected,In-person,Left voicemail
I0002055,C000961,2025-12-06 14:38:00,DCA,Portal Message,In-person,Dispute regarding service charges
I0020535,C004336,2025-12-06 14:39:00,DCA,Call Attempt,In-person,Dispute regarding service charges
I0016244,C002011,2025-12-06 14:48:00,FedEx,Email Sent,In-person,Email bounced
I0020567,C000916,2025-12-06 14:52:00,DCA,Payment Received,SMS,Updated contact details
I0018584,C004727,2025-12-06 14:52:00,FedEx,Call Attempt,Portal,No response after multiple attempts
I0010248,C002017,2025-12-06 15:13:00,DCA,Note Added,Email,Dispute regarding service charges
I0006263,C002692,2025-12-06 15:39:00,DCA,Escalation,Email,Escalated due to SLA breach
I0006869,C004357,2025-12-06 15:39:00,FedEx,Call Attempt,In-person,Escalated due to SLA breach
I0018355,C001185,2025-12-06 15:40:00,FedEx,Call Connected,Email,Left voicemail
I0024008,C000130,2025-12-06 15:59:00,DCA,Escalation,In-person,Email bounced
I0005183,C001413,2025-12-06 15:59:00,FedEx,SMS Sent,SMS,Payment received partial
I0011580,C000229,2025-12-06 16:11:00,DCA,Call Attempt,Email,No response after multiple attempts
I0002844,C002103,2025-12-06 16:30:00,DCA,Call Connected,Phone,No response after multiple attempts
I0008269,C001616,2025-12-06 16:35:00,DCA,PTP Recorded,Phone,Escalated due to SLA breach
I0021036,C000395,2025-12-06 16:41:00,DCA,Dispute Raised,In-person,No response after multiple attempts
I0010267,C002905,2025-12-06 16:44:00,DCA,Payment Received,Phone,Customer promised to pay next week
I0013244,C001502,2025-12-06 17:10:00,DCA,Email Sent,SMS,Payment received partial
I0001358,C004266,2025-12-06 17:10:00,DCA,Note Added,Portal,Dispute regarding service charges
I0024398,C004427,2025-12-06 17:13:00,DCA,Call Attempt,SMS,Email bounced
I0005957,C004257,2025-12-06 17:21:00,DCA,Dispute Raised,Email,Left voicemail
I0012876,C004116,2025-12-06 17:27:00,FedEx,Email Sent,Email,Left voicemail
I0021837,C000764,2025-12-06 18:18:00,FedEx,Email Sent,Email,Dispute regarding service charges
I0015301,C003514,2025-12-06 18:22:00,FedEx,Dispute Raised,Email,No response after multiple attempts
I0014765,C004431,2025-12-06 18:34:00,DCA,Email Sent,SMS,Email bounced
I0002828,C000494,2025-12-06 18:51:00,FedEx,Call Connected,SMS,Email bounced
I0019278,C004894,2025-12-06 18:58:00,FedEx,SMS Sent,SMS,Email bounced
I0001279,C004887,2025-12-07 08:10:00,DCA,Portal Message,Portal,No response after multiple attempts
I0011068,C002999,2025-12-07 08:15:00,DCA,Email Sent,Portal,Email bounced
